species,Vcmax25,Jmax25,TPU25,Rd25,alpha,theta,Vcmax_dHa,Vcmax_Topt,Vcmax_dHd,Jmax_dHa,Jmax_Topt,Jmax_dHd,TPU_dHa,TPU_Topt,TPU_dHd,Rd_dHa,Gamma25,Gamma_dHa,Kc25,Kc_dHa,Ko25,Ko_dHa,O
Iceberg,71.6971664428711,168.86448669433594,10.451663970947266,4.657421588897705,0.404280424118042,0.21962870657444,111.79518127441406,310.5366516113281,200.0,149.87216186523438,306.6617431640625,200.0,160.91647338867188,305.8968811035156,201.8000030517578,46.38999938964844,42.75,37.83000183105469,404.8999938964844,79.43000030517578,278.3999938964844,36.380001068115234,213.5
