species,variety,Vcmax25,Jmax25,TPU25,Rd25,alpha,theta,Vcmax_dHa,Vcmax_Topt,Vcmax_dHd,Jmax_dHa,Jmax_Topt,Jmax_dHd,TPU_dHa,TPU_Topt,TPU_dHd,Rd_dHa,GammaS25,GammaS_dHa,Kc25,Kc_dHa,Ko25,Ko_dHa,O,alphaG,gm
Ocimum basilicum,Variety,147.3181915283203,198.30218505859375,14.456963539123535,-0.8990449905395508,0.7189004421234131,0.8606992959976196,123.62459564208984,312.8822021484375,145.6969451904297,19.878772735595703,312.34930419921875,523.5599365234375,14.669809341430664,310.21588134765625,356.60577392578125,46.38999938964844,42.75,37.83000183105469,404.8999938964844,79.43000030517578,278.3999938964844,36.380001068115234,213.5,4.539787187241018e-05,0.25
