species,variety,Vcmax25,Jmax25,TPU25,Rd25,alpha,theta,Vcmax_dHa,Vcmax_Topt,Vcmax_dHd,Jmax_dHa,Jmax_Topt,Jmax_dHd,TPU_dHa,TPU_Topt,TPU_dHd,Rd_dHa,GammaS25,GammaS_dHa,Kc25,Kc_dHa,Ko25,Ko_dHa,O,alphaG,gm
Pyrus communis,Bartlett,113.46305847167969,214.4034423828125,11.46435260772705,2.956048011779785,0.44013041257858276,0.3324284851551056,72.03947448730469,313.4866943359375,175.61175537109375,38.50537109375,309.1336975097656,211.69891357421875,32.67240524291992,309.6727294921875,211.71047973632812,46.38999938964844,42.75,37.83000183105469,404.8999938964844,79.43000030517578,278.3999938964844,36.380001068115234,213.5,4.539787187241018e-05,0.25
