species,variety,Vcmax25,Jmax25,TPU25,Rd25,alpha,theta,Vcmax_dHa,Vcmax_Topt,Vcmax_dHd,Jmax_dHa,Jmax_Topt,Jmax_dHd,TPU_dHa,TPU_Topt,TPU_dHd,Rd_dHa,GammaS25,GammaS_dHa,Kc25,Kc_dHa,Ko25,Ko_dHa,O,alphaG,gm
Brassica rapa subsp pekinensis,Variety,70.10030364990234,138.1206512451172,7.644604206085205,1.966662883758545,0.32414761185646057,0.1229809895157814,121.927978515625,308.1211853027344,383.50714111328125,66.88015747070312,307.0885314941406,362.563720703125,61.51569366455078,305.85858154296875,256.5278015136719,46.38999938964844,42.75,37.83000183105469,404.8999938964844,79.43000030517578,278.3999938964844,36.380001068115234,213.5,4.539787187241018e-05,0.25
