species,variety,Vcmax25,Jmax25,TPU25,Rd25,alpha,theta,Vcmax_dHa,Vcmax_Topt,Vcmax_dHd,Jmax_dHa,Jmax_Topt,Jmax_dHd,TPU_dHa,TPU_Topt,TPU_dHd,Rd_dHa,Gamma25,Gamma_dHa,Kc25,Kc_dHa,Ko25,Ko_dHa,O
Iceberg,Calmar,79.94482421875,188.29336547851562,11.689042091369629,3.229405641555786,0.3832862377166748,0.10735353827476501,4.842820644378662,273.1585693359375,200.0,43.54702377319336,290.2218322753906,200.0,58.923072814941406,291.6601867675781,201.8000030517578,46.38999938964844,42.75,37.83000183105469,404.8999938964844,79.43000030517578,278.3999938964844,36.380001068115234,213.5
