species,variety,Vcmax25,Jmax25,TPU25,Rd25,alpha,theta,Vcmax_dHa,Vcmax_Topt,Vcmax_dHd,Jmax_dHa,Jmax_Topt,Jmax_dHd,TPU_dHa,TPU_Topt,TPU_dHd,Rd_dHa,GammaS25,GammaS_dHa,Kc25,Kc_dHa,Ko25,Ko_dHa,O,alphaG,gm
Species,Variety,90.59441375732422,198.73336791992188,10.990080833435059,0.004918266553431749,0.2760719656944275,0.11289147287607193,62.70943069458008,308.8538818359375,200.0,38.47879409790039,279.9237976074219,200.0,49.219058990478516,288.52923583984375,201.8000030517578,46.38999938964844,42.75,37.83000183105469,404.8999938964844,79.43000030517578,278.3999938964844,36.380001068115234,213.5,4.539787187241018e-05,100.0
