species,variety,Vcmax25,Jmax25,TPU25,Rd25,alpha,theta,Vcmax_dHa,Vcmax_Topt,Vcmax_dHd,Jmax_dHa,Jmax_Topt,Jmax_dHd,TPU_dHa,TPU_Topt,TPU_dHd,Rd_dHa,GammaS25,GammaS_dHa,Kc25,Kc_dHa,Ko25,Ko_dHa,O,alphaG,gm
Capsicum,Variety,118.60684967041016,222.84901428222656,14.53242015838623,5.934108734130859,0.3543287515640259,0.8182201981544495,75.43572998046875,312.87091064453125,191.11187744140625,42.55322265625,308.2962646484375,202.658447265625,38.350013732910156,307.77093505859375,188.67076110839844,46.38999938964844,42.75,37.83000183105469,404.8999938964844,79.43000030517578,278.3999938964844,36.380001068115234,213.5,4.539787187241018e-05,0.25
