species,variety,Vcmax25,Jmax25,TPU25,Rd25,alpha,theta,Vcmax_dHa,Vcmax_Topt,Vcmax_dHd,Jmax_dHa,Jmax_Topt,Jmax_dHd,TPU_dHa,TPU_Topt,TPU_dHd,Rd_dHa,GammaS25,GammaS_dHa,Kc25,Kc_dHa,Ko25,Ko_dHa,O,alphaG,gm
Rubus idaeus,Variety,97.75753784179688,168.6902313232422,9.480725288391113,2.5553908348083496,0.47627827525138855,0.5545315146446228,67.15646362304688,310.48681640625,223.7339324951172,32.64654541015625,308.1324157714844,277.7329406738281,38.05933380126953,308.4512023925781,265.8371887207031,46.38999938964844,42.75,37.83000183105469,404.8999938964844,79.43000030517578,278.3999938964844,36.380001068115234,213.5,4.539787187241018e-05,0.25
